id,tip,naziv,pravo_ime,vesolje,razmerje,naslov,izdaja,leto,mesec
Brian_Muldoon_(Earth-616),Character,Cowled Commander,Brian Muldoon,Earth-616,Married,Captain America,139,1971,July

Brian_Xavier_(Earth-616),Character,Brian Xavier,Brian Xavier,Earth-616,Married,X-Men,12,1965,July

Brimer_(Earth-616),Character,King Brimer,Brimer,Earth-616,Married,Journey into Mystery,104,1964,May

Brok_(Asgardian)_(Earth-616),Character,Brok the Crusher,Brok,Earth-616,,Thor King-Size Special,2,1966,September

Brona_(Earth-616),Character,Brona,Brona,Earth-616,Single,Thor,143,1967,August

Brotherhood_of_Evil_Mutants_(Earth-616),Team,,,,,X-Men,4,1964,March

Brother_Royal_(Earth-616),Character,Brother Royal,Unknown,Earth-616,,Silver Surfer,2,1968,October

Bruce_Andrews_(Earth-616),Character,Bruce Andrews,Bruce Andrews,Earth-616,Single,Journey into Mystery,97,1963,October

Bruce_Baker_(Earth-616),Character,Bruce Baker,Bruce Baker,Earth-616,Single,Patsy Walker,112,1963,December

Bruce_Banner_(Earth-616),Character,Hulk,Robert Bruce Banner,Earth-616,Married,Incredible Hulk,1,1962,May

Bruce_Banner_(Earth-70813),Character,Hulk,Robert Bruce Banner,Earth-70813,Single,Avengers Classic,1,2007,August

Bruce_Banner_(Earth-77013),Character,Hulk,Bruce Banner,Earth-77013,,Spider-Man Newspaper Strips,2003,2003,

Bruce_Baxter_(Earth-616),Character,Bruce Baxter,Bruce Baxter,Earth-616,,Mystery Tales,1,1952,March

Bruce_Brent_(Earth-616),Character,Bruce Brent,Bruce Brent,Earth-616,,Young Allies,5,1942,Fall

Bruce_Kulick_(Earth-9658),Character,Bruce Kulick,Bruce Howard Kulick,Earth-9658,,Kissnation,1,1996,

Bruce_Olafsen_(Earth-616),Character,Bruto the Strongman,Bruce Olafsen,Earth-616,Single,Incredible Hulk,3,1962,September

Bruno_Horgan_(Earth-616),Character,Melter,Bruno Horgan,Earth-616,Divorced,Tales of Suspense,47,1963,November

Brushnev_(Earth-616),Character,Brushnev,Brushnev,Earth-616,,Tales of Suspense,64,1965,April

Bryant_Park,Location,,,,,Daredevil,40,1968,May

Bulgaria,Location,,,,,X-Men,8,1964,November

Bull%27s_Thug%27s_Armored_Suit,Item,,,,,Tales of Suspense,59,1964,November

Bulldozer_(M.O.D.O.K.%27s_Automaton)_(Earth-616),Character,Bulldozer,Bulldozer,Earth-616,Single,Captain America,133,1971,January

Bull_(Criminal)_(Earth-616),Character,Bull,Unknown,Earth-616,,Tales of Suspense,59,1964,November

Bull_Barker_(Earth-616),Character,Bull Barker,,Earth-616,Married,Rawhide Kid,27,1962,April

Bull_Barton_(Earth-616),Character,Bull Barton,Barton ,Earth-616,,Kid Colt Outlaw,113,1963,November

Bull_Brogin_(Earth-616),Character,Bull,Bull Brogin,Earth-616,,Fantastic Four,23,1964,February

Bull_Yaeger_(Earth-616),Character,Bull Yaeger,Bull Yaeger,Earth-616,,Two-Gun Kid,41,1958,April

Bumpkin_(Earth-616),Character,Bumpkin,Unknown,Earth-616,,Generation X,17,1996,July

Burglar_(Earth-616),Character,Burglar,Dennis Carradine,Earth-616,,Amazing Fantasy,15,1962,August

Buri_(Earth-616),Character,Tiwaz,Buri,Earth-616,Married,Journey into Mystery,97,1963,October

Burt_Chesney_(Earth-616),Character,Burt Chesney,Burt Chesney,Earth-616,Married,Millie the Model,106,1962,January

Buster_Bailey_(Earth-616),Character,Buster Bailey,Buster Bailey,Earth-616,Single,Meet Miss Bliss,2,1955,July

Butch_(Tough_Kid_Squad)_(Earth-616),Character,Butch,Unknown,Earth-616,,Tough Kid Squad Comics,1,1942,March

Cack_Clugg_(Earth-616),Character,Bullet-Proof Man,Cack Clugg,Earth-616,,Rawhide Kid,26,1962,February

Cain_Marko_(Earth-616),Character,Juggernaut,Cain Marko,Earth-616,Single,X-Men,12,1965,July

Caldwell_Rozza_(Earth-616),Character,Crusher,Caldwell Rozza ,Earth-616,,Tales of Suspense,91,1967,July

Calico_Kid_(Earth-616),Character,Calico Kid,Unknown,Earth-616,,Tex Morgan,5,1949,April

Calvin_Rankin_(Earth-616),Character,Mimic,Calvin Montgomery Rankin,Earth-616,Single,X-Men,19,1966,April

Calvin_Zabo_(Earth-616),Character,Mister Hyde,Calvin Zabo,Earth-616,Single,Journey into Mystery,99,1963,December

Cap%27n_Barracuda_(Earth-616),Character,Cap'n Barracuda,Unknown,Earth-616,,Kid Colt Outlaw,109,1963,March

Cape_Citadel,Location,,,,,X-Men,1,1963,September

"Captain_America_(Impersonator,_Sons_of_the_Serpent)_(Earth-616)",Character,Captain America,Unknown,Earth-616,,Avengers,33,1966,October

Captain_Barracuda_(Earth-616),Character,Captain Barracuda,Unknown,Earth-616,,Strange Tales,120,1964,May

Captain_Corbett_(Earth-616),Character,Captain Corbett,Corbett (First name unrevealed),Earth-616,,Kid Colt Outlaw,106,1962,September

Captain_Kane_(Earth-616),Character,Captain Kane,Kane (First Name Unknown),Earth-616,,Tales to Astonish,1,1959,January

Carelius_(Earth-6311),Character,King Carelius,Carelius,Earth-6311,,Avengers,23,1965,December

Carla_Strange_(Earth-616),Character,Carla Strange,Carla Strange,Earth-616,Single,Tales of Suspense,41,1963,May

Carlo_Strange_(Earth-616),Character,Doctor Strange,Carlo Strange,Earth-616,,Tales of Suspense,41,1963,May

Carlo_Zota_(Earth-616),Character,Carlo Zota,Carlo Zota,Earth-616,,Marvel Comics,1,1939,October

Carl_Collins_(Earth-63157),Character,Carl Collins,Carl Collins,Earth-63157,Single,Tales of Suspense,47,1963,November

Carl_Creel_(Earth-600026),Character,Absorbing Man,Carl Creel,Earth-600026,,Absorbing Man / In My Hands This Hammer / Vengeance of the Thunder God,,1966,October

Carl_Creel_(Earth-616),Character,Absorbing Man,Carl Creel,Earth-616,Married,Daredevil,1,1964,April

Carl_Kaxton_(Earth-616),Character,William Klaxton,Carl Kaxton,Earth-616,Married,Daredevil,8,1965,June

Carl_Zante_(Earth-616),Character,Acrobat,Carl Zante,Earth-616,,Strange Tales,106,1963,March

Carole_Jennings_(Earth-77013),Character,Carole Jennings,Carole Jennings,Earth-77013,Single,Spider-Man Newspaper Strips,1977,1977,

Carson_Bells_(Earth-616),Character,Carson Bells,Carson Bells,Earth-616,,Captain America Comics,22,1943,January

Carter_Street,Location,,,,,Captain America,124,1970,April

Castle_Doom,Location,,,,,Fantastic Four Annual,2,1964,September

Cat-Man_(Alien)_(Earth-616),Character,Cat-Man,Unknown,Earth-616,,Fantastic Four,92,1969,November

Cat_Burglar_(Earth-616),Character,Prowler,Unknown,Earth-616,,Amazing Spider-Man,30,1965,November

Cavern_of_Darkness,Location,,,,,Tales to Astonish,92,1967,June

Cave_of_Shadows,Location,,,,,Tales to Astonish,70,1965,August

Cave_of_Thor%27s_birth,Location,,,,,Journey into Mystery,83,1962,August

Cedric_Rawlings_(Earth-616),Character,Cedric Rawlings,Cedric Rawlings,Earth-616,Single,Tales of Suspense,69,1965,September

Celia_Rawlings_(Earth-616),Character,Celia Rawlings,Celia Rawlings,Earth-616,,Tales of Suspense,69,1965,September

Cerberus_(Earth-616),Character,Cerberus,Cerberus,Earth-616,Single,Thor,130,1966,July

Cerebro_(Mutant_Detector),Item,,,,,X-Men,7,1964,September

Chair_of_Survival,Item,,,,,Fantastic Four,54,1966,September

Chan_Liuchow_(Earth-616),Character,Chan Liuchow,Chan Liuchow,Earth-616,,Strange Tales,89,1961,October

Chao-Tung_(Earth-616),Character,General Chao-Tung,Chao-Tung,Earth-616,,Tales to Astonish,47,1963,September

Chao_Yen_(Earth-616),Character,Chao Yen,Chao Yen,Earth-616,,Avengers,29,1966,June

Charles_Bentley_(Earth-616),Character,Charles Bentley,Charles Bentley,Earth-616,,Tales to Astonish,20,1961,June

Charles_Brown_(Earth-616),Character,Charles Brown,Charles Brown,Earth-616,Single,Meet Miss Bliss,1,1955,May

Charles_Buchanan_(Earth-616),,,,,,Amazing Spider-Man,3,1963,July

Charles_Burton_(Earth-616),Character,Charles Burton,Charles Burton,Earth-616,,Journey into Mystery,56,1960,January

Charles_Cragmore_(Earth-616),Character,Charles J. Cragmore,Charles J. Cragmore,Earth-616,,Tales to Astonish,26,1961,December

Charles_Duntmore_(Earth-616),Character,Charles Duntmore,Charles Duntmore,Earth-616,,Strange Tales,72,1959,December

Charles_J._Wentworth_(Earth-616),Character,Charles J. Wentworth,Unknown,Earth-616,Single,Amazing Adventures,4,1961,September

Charles_Lawson_(Earth-616),Character,Charles Lawson,Charles Lawson,Earth-616,,Strange Tales,112,1963,September

Charles_Murphy_(Earth-616),Character,Charlie Murphy,Charles Murphy,Earth-616,,Amazing Spider-Man,8,1964,January

Charles_Stanton_(Earth-616),Character,Destroyer,Charles Stanton,Earth-616,,Strange Tales,101,1962,October

Charles_Wentworth_(Earth-616),Character,Charles Wentworth,Charles Wentworth,Earth-616,Married,Tales to Astonish,28,1962,February

Charles_Xavier_(Earth-616),Character,X,Charles Francis Xavier,Earth-616,Married,X-Men,1,1963,September

Charles_Xavier_(Earth-71016),Character,Professor X,Charles Francis Xavier,Earth-71016,,The Last Fantastic Four Story,1,2007,October

Charleton_Carter_(Earth-616),Character,Charleton Carter,Charleton Carter,Earth-616,,Tales of Suspense,48,1963,December

Charlie_Burke_(Earth-616),Character,Charlie Burke,Charlie Burke,Earth-616,,Strange Tales,100,1962,September

Charlie_Duff_(Earth-616),Character,Charlie Duff,Charlie Duff,Earth-616,,Two-Gun Kid,59,1961,April

Charlie_Harris_(Earth-616),Character,Charlie Harris,Charlie Harris,Earth-616,,Tales of Suspense,30,1962,June

Charlie_Wilkes_(Earth-616),Character,Charlie Wilkes,Charlie Wilkes,Earth-616,,Tales of Suspense,19,1961,July

Chen_Lu_(Earth-616),Character,Radioactive Man,Chen Lu,Earth-616,Single,Journey into Mystery,93,1963,June

Chet_Brinkley_(Earth-616),Character,Chet Brinkley,Chet Brinkley,Earth-616,,Avengers,27,1966,April

Chet_Huntley_(Earth-616),Character,Chet Huntley,Chet Huntley,Earth-616,,Amazing Fantasy,15,1962,August

Cheyarafim,Race,,,,,X-Men,1,1963,September

Chips_Brant_(Earth-616),Character,Chips Brant,Chips Brant,Earth-616,,Captain America Comics,6,1941,September

Cho_Sak_(Earth-616),Character,Cho Sak,Cho Sak,Earth-616,,Journey into Mystery,117,1965,June

Chrysler_Building,Location,,,,,Fantastic Four,18,1963,September

Chuck_Dawson_(Earth-616),Character,Chuck Dawson,Chuck Dawson,Earth-616,,Strange Tales,91,1961,December

Chuda_(Earth-616),Character,Chuda,Chuda,Earth-616,,Thor,141,1967,June

Chung_Liuchow_(Earth-616),Character,Chung Liuchow,Chung Liuchow,Earth-616,,Strange Tales,89,1961,October

Cindy_Smith_(Earth-616),Character,Cindy Smith,Cindy Smith,Earth-616,Single,Junior Miss,24,1947,April

Circle_of_the_Seraphim,Item,,,,,Strange Tales,154,1967,March

Circus_of_Crime_(Earth-616),Team,,,,,Captain America Comics,5,1941,August

Circus_of_Crime_(Old_West)_(Earth-616),Team,,,,,Kid Colt Outlaw,106,1962,September

Claire_Gideon_(Earth-616),Character,Claire Gideon,Claire Gideon,Earth-616,Married,Fantastic Four,34,1965,January

Clarence_Snippe_(Earth-616),Character,Clarence Snippe,Clarence Snippe,Earth-616,,Venus,1,1948,August

Clay_Rockwell_(Earth-616),Character,Clay Rockwell,Clay Rockwell,Earth-616,,Rawhide Kid,17,1960,August

Clea_(Earth-616),Character,Clea,Clea Strange,Earth-616,Separated,Strange Tales,126,1964,November

Clem_Carter_(Earth-616),Character,Clem Carter,Clem Carter,Earth-616,,Two-Gun Kid,60,1962,November

Cletus_Hondo_(Earth-616),Character,Purple Phantom,Cletus Hondo,Earth-616,,Two-Gun Kid,68,1964,March

Cliff_Carter_(Earth-616),Character,Cliff Carter,Cliff Carter,Earth-616,Single,Patsy and Hedy,79,1961,December

Clifton,Location,,,,,Captain America,129,1970,September

Clinton_Barton_(Earth-616),Character,Hawkeye,"Clinton Francis ""Clint"" Barton",Earth-616,Divorced,Tales of Suspense,57,1964,September

Clive_Bentley_(Earth-616),Character,Clive Bentley,Clive Bentley,Earth-616,,Strange Tales,114,1963,November

Cloak_of_Levitation,Item,,,,,Strange Tales,114,1963,November

Cockroach_(Earth-77013),Character,Cockroach,Unknown,Earth-77013,Single,Spider-Man Newspaper Strips,2005,2005,

Coffee_A_Go-Go,Location,,,,,X-Men,7,1964,September

Coffee_Pot,Location,,,,,Amazing Spider-Man,78,1969,November

Colonel_Hendershoot_(Earth-616),Character,Colonel Hendershoot,Hendershoot (First Name unrevealed),Earth-616,Single,X-Men,2,1963,November

Colonel_Stevens_(Earth-616),Character,Colonel Stevens,Stevens (First name unrevealed),Earth-616,,Captain America Comics,3,1941,May

Colossus_(Super_Computer)_(Earth-60672),Character,Colossus,Unknown,Earth-60672,,Strange Tales,72,1959,December

Colossus_(Vegan)_(Earth-616),Character,Colossus,Unknown,Earth-616,,Tales to Astonish,58,1964,August

Commissar_(Android)_(Earth-616),Character,Commissar,Commissar,Earth-616,Single,Avengers,18,1965,July

Connors_Formula,Item,,,,,Amazing Spider-Man,6,1963,November

Contra-Power_Ray,Item,,,,,Incredible Hulk,114,1969,April

Cosmic-Beam_Gun,Item,,,,,Fantastic Four,23,1964,February

Cosmic_Cube,Item,,,,,Tales of Suspense,79,1966,July

Cosmic_Tribunal_(Earth-71016),Team,,,,,The Last Fantastic Four Story,1,2007,October

Crang_(Earth-616),Character,Crang,Crang,Earth-616,,Strange Tales,110,1963,July

Crash_Carter_(Earth-616),Character,Crash Carter,,Earth-616,,Patsy Walker,94,1961,April

Crater_Isle,Location,,,,,Fantastic Four,18,1963,September

Crawling_Creature_(Earth-616),Character,Crawling Creature,Crawling Creature,Earth-616,,Tales to Astonish,22,1961,August

Creatures_(Kosmos),Race,,,,,Tales to Astonish,44,1963,June

Creature_from_Krangro_(Earth-616),Character,Creature from Krangro,Unknown,Earth-616,,Tales of Suspense,30,1962,June

Creature_from_Krogarr_(Earth-616),Character,Creature From Krogarr,Unknown,Earth-616,Single,Tales to Astonish,25,1961,November

Creature_from_the_Black_Bog_(Earth-616),Character,Creature from the Black Bog,Unknown,Earth-616,,Tales of Suspense,23,1961,November

Creeping_Death_(Earth-616),Character,Creeping Death,N/A,Earth-616,,Venus,13,1951,April

Creyton_House,Location,,,,,Tales of Suspense,21,1961,September

Crimson_Bands_of_Cyttorak,Item,,,,,Strange Tales,125,1964,October

Crimson_Circle_of_Cyttorak,Item,,,,,Strange Tales,125,1964,October

Crimson_Crystals_of_Cyttorak,Item,,,,,Strange Tales,156,1967,May

Crimson_Dynamo_Armor_Mark_I,Item,,,,,Tales of Suspense,46,1963,October

Crow_Mallon_(Earth-616),Character,Crow Mallon,Unknown,Earth-616,,Rawhide Kid,19,1960,December

Cro_(Earth-616),Character,Cro,Cro,Earth-616,,Amazing Adventures,3,1961,August

Crusher_(Agent_of_Pluto)_(Earth-616),Character,Crusher,Unknown,Earth-616,,Thor,130,1966,July

Crusher_Clark_(Earth-77013),Character,Crusher Clark,Clark (first name unrevealed),Earth-77013,Single,Spider-Man Newspaper Strips,1977,1977,

Crusher_Collins_(Earth-616),Character,Crusher Collins,Collins ,Earth-616,,Mystic Comics,8,1942,March

Crypto-Man_(Earth-616),Character,Crypto-Man,Crypto-Man,Earth-616,,Thor,174,1970,March

Crystalia_Amaquelin_(Earth-616),Character,Crystal,Crystalia Amaquelin,Earth-616,Separated,Fantastic Four,45,1965,December

Crystalia_Amaquelin_(Earth-78909),Character,Crystal,Crystalia Amaquelin,Earth-78909,,Medusa and the Inhumans,,1978,October

Curtis_(Earth-616),Character,Curtis,Curtis (full name unknown),Earth-616,Single,X-Men,14,1965,November

Curtis_Connors_(Earth-616),Character,Lizard,Curtis Connors,Earth-616,Married,Amazing Spider-Man,6,1963,November

Curtis_Connors_(Earth-77013),Character,Lizard,Curtis Connors,Earth-77013,Married,Spider-Man Newspaper Strips,2002,2002,

Cutza_(Earth-616),Character,Living Eraser,Cutza,Earth-616,,Tales to Astonish,49,1963,November

Cyborg_(Earth-616),Character,Cyborg,unknown,Earth-616,,Captain America,124,1970,April

Cyclo-Electronic_Chamber,Item,,,,,Fantastic Four,54,1966,September

Cyclopes,Race,,,,,Tales of Suspense,6,1959,November

Cyclops%27_Visor,Item,,,,,X-Men,1,1963,September

Cyclops_(A-Chiltarian_Robot)_(Earth-616),Character,Cyclops,Cyclops,Earth-616,,Tales to Astonish,46,1963,August

Cyclops_(Mutate)_(Earth-616),Character,The Cyclops,Unknown,Earth-616,,Fantastic Four,9,1962,December

Cyclops_(Mysterio%27s_Robots)_(Earth-616),Character,Cyclops,Cyclops,Earth-616,,Amazing Spider-Man Annual,1,1964,October

Cyrus_Wolfe_(Earth-616),Character,Cyrus Wolfe,Cyrus Wolfe,Earth-616,Married,Patsy Walker,75,1958,February

D%27bari,Race,,,,,Avengers,4,1964,March

Dack_(Earth-928),Character,Dack,Unknown,Earth-928,Single,Ravage 2099,1,1992,December

Daily_Bugle_Building,Location,,,,,Fantastic Four,2,1962,January

Dakkamites,Race,,,,,Silver Surfer,6,1969,June

Danad_(Earth-616),Character,Danad,Danad,Earth-616,,Incredible Hulk,112,1969,February

Dancer_(Earth-616),Character,Dancer,Unrevealed,Earth-616,,Daredevil,22,1966,November

Danger_Room,Location,,,,,X-Men,1,1963,September

Daniel_Brito_(Earth-616),Character,Fancy Dan,Daniel Brito,Earth-616,Divorced,Amazing Spider-Man,10,1964,March

Daniel_Damian_(Earth-616),Character,Doctor Daniel Damian,Daniel Damian,Earth-616,,Fantastic Four,64,1967,July

Danny_Denton_(Earth-616),Character,Danny Denton,Danny Denton,Earth-616,Single,Journey into Mystery,17,1954,August

Danny_Dream_(Earth-616),Character,Danny Dream,Danny Dream,Earth-616,Single,Patsy and Hedy,79,1961,December

Danny_Slade_(Earth-616),Character,Danny Slade,Danny Slade,Earth-616,Single,Strange Tales,18,1953,May

Dan_Carter_(Earth-616),Character,Dan Carter,Dan Carter,Earth-616,,Two-Gun Kid,58,1961,February

Dan_Durant_(Earth-616),Character,Dan Durant,Dan Durant,Earth-616,,Kid Colt Outlaw,104,1962,May

Dan_Harper_(Earth-616),Character,Dan Harper,Dan Harper,Earth-616,,Journey into Mystery,74,1961,November

Dara_Dorset_(Earth-77013),Character,Dara Dorset,Dara Dorset,Earth-77013,,Spider-Man Newspaper Strips,2007,2007,

Daredevil%27s_Billy_Club,Item,,,,,Daredevil,1,1964,April

Daredevil%27s_Suit,Item,,,,,Daredevil,1,1964,April

Dark_Dimension,Location,,,,,Strange Tales,126,1964,November

Dark_Sea_(Asgard),Location,,,,,Journey into Mystery,103,1964,April

Darryl_Williams_(Earth-616),Character,Darryl Williams,Darryl Williams,Earth-616,,Fantastic Four,8,1962,November

Davey_Jones_(Earth-616),Character,Davey Jones,Davey Jones,Earth-616,,Tales of Suspense,17,1961,May

David_Banner_(Earth-400005),Character,Hulk,David Bruce Banner,Earth-400005,Widowed,The Incredible Hulk,,1977,November

David_Brinkley_(Earth-616),Character,David Brinkley,David Brinkley,Earth-616,,Amazing Spider-Man,50,1967,July

David_Cannon_(Earth-616),Character,Whirlwind,David Cannon,Earth-616,Single,Tales to Astonish,50,1963,December

Daydra_(Earth-616),Character,Daydra,Daydra,Earth-616,,Incredible Hulk,112,1969,February

Deacon_(Criminal)_(Earth-616),Character,Deacon,Unknown,Earth-616,,Tales of Suspense,62,1965,February

Dead_Man%27s_Lake,Location,,,,,Fantastic Four,35,1965,February

Dean_Corliss_(Earth-616),Character,Dean Corliss,Corliss,Earth-616,,Amazing Spider-Man,31,1965,December

Dean_Mencken_(Earth-616),Character,Dean Mencken,Mencken,Earth-616,,Fantastic Four,35,1965,February

Deep-Sea_Fungus_(Earth-616),Character,Deep-Sea Fungus,Deep-Sea Fungus,Earth-616,,Fantastic Four,14,1963,May

Della_Mason_(Earth-616),Character,Della Mason,Della Mason,Earth-616,Single,Venus,1,1948,August

Demolisher_(Charles)_(Earth-77013),Character,Demolisher,Charles (full name unrevealed),Earth-77013,,Spider-Man Newspaper Strips,2000,2000,

Demonicus_(Mordo%27s_Apprentice)_(Earth-616),Character,Demonicus,Unknown,Earth-616,,Strange Tales,128,1965,January

Demon_of_the_Diamonds_(Earth-616),Character,Demon of the Diamonds,Unknown,Earth-616,,Tales to Astonish,73,1965,November

Demon_of_the_Mask_(Earth-616),Character,Demon of the Mask,Demon of the Mask,Earth-616,,Strange Tales,136,1965,September

Demon_Riders_(Mogul_Servants)_(Earth-616),Team,,,,,Thor,141,1967,June

Derek_Derleth_(Earth-77013),Character,Derek Derleth,Derek Derleth,Earth-77013,,Spider-Man Newspaper Strips,2012,2012,

Derrick_Dawes_(Earth-616),Character,Derrick Dawes,Derrick Dawes,Earth-616,,Tough Kid Squad Comics,1,1942,March

Destroyer_(Enchanted_Armor),Item,,,,,Journey into Mystery,118,1965,July

Destructon_(Earth-616),Character,The Destructon,Unknown,Earth-616,,Captain America,100,1968,April

Deviant_Mutates_(Deviant_Experiments),Race,,,,,Fantastic Four,1,1961,November

Deviant_Mutates_(Monstrous_Deviants),Race,,,,,Fantastic Four,1,1961,November

Deviant_Skrulls,Race,,,,,Fantastic Four,2,1962,January

Devil_Flats,Location,,,,,Rawhide Kid,27,1962,April

Diamond_Head_(Earth-616),Character,Diamond Head,"Unrevealed, Possible first name, Rocky",Earth-616,,Captain America,126,1970,June

Diane_Cummings_(Earth-616),Character,Diane Cummings,Diane Cummings,Earth-616,Married,Tales of Suspense,20,1961,August

Diane_Van_Lark_(Earth-616),Character,Countess Diane Van Lark,Diane Van Lark,Earth-616,Single,Modeling With Millie,31,1964,June
